event_id,HitposX_0,HitposY_0,HitE_per_bar_0,HitBar_0,ClusterposX_0,ClusterposY_0,Cluster_Eng_0,N_Clusters_0,Cluster_Size_0,HitposX_1,HitposY_1,HitE_per_bar_1,HitBar_1,ClusterposX_1,ClusterposY_1,Cluster_Eng_1,N_Clusters_1,Cluster_Size_1,HitposX_2,HitposY_2,HitE_per_bar_2,HitBar_2,ClusterposX_2,ClusterposY_2,Cluster_Eng_2,N_Clusters_2,Cluster_Size_2,HitposX_3,HitposY_3,HitE_per_bar_3,HitBar_3,ClusterposX_3,ClusterposY_3,Cluster_Eng_3,N_Clusters_3,Cluster_Size_3,HitposX_8,HitposY_8,HitE_per_bar_8,HitBar_8,ClusterposX_8,ClusterposY_8,Cluster_Eng_8,N_Clusters_8,Cluster_Size_8,HitposX_9,HitposY_9,HitE_per_bar_9,HitBar_9,ClusterposX_9,ClusterposY_9,Cluster_Eng_9,N_Clusters_9,Cluster_Size_9,HitposX_10,HitposY_10,HitE_per_bar_10,HitBar_10,ClusterposX_10,ClusterposY_10,Cluster_Eng_10,N_Clusters_10,Cluster_Size_10,HitposX_11,HitposY_11,HitE_per_bar_11,HitBar_11,ClusterposX_11,ClusterposY_11,Cluster_Eng_11,N_Clusters_11,Cluster_Size_11
897,[-3.5601977e-05 -1.7216804e-05],[0.00767861 0.00762828],[1.3634629 1.1531234],[ 0 31],"[-3.56019772880245e-05, -1.7216803826158866e-05]","[0.007678613997995853, 0.0076282755471765995]","[1.3634629249572754, 1.153123378753662]",2,2,[-0.01557616 -0.00093448],[-0.0301957  0.0074614],[2.1513538 1.3391924],[ 0 31],"[-0.01557616051286459, -0.000934475683607161]","[-0.030195703729987144, 0.007461396045982838]","[2.1513538360595703, 1.3391923904418945]",2,2,[-0.03742756 -0.00133629],[0.01804677 0.01109714],[1.6999584 1.4308136],[ 0 31],"[-0.03742755949497223, -0.001336291548795998]","[0.01804676651954651, 0.011097144335508347]","[1.6999584436416626, 1.4308135509490967]",2,2,[  0.19897108   8.342964   -13.439398    47.001167     0.19698414],[-0.26297083  6.5522327  19.497807   23.015116   -0.26051086],[1.6162567  0.32068053 0.01069784 0.06042979 0.8470517 ],[ 0  4 24 28 31],"[0.19897107779979706, 8.342964172363281, -13.439397811889648, 47.00116729736328, 0.19698414206504822]","[-0.26297083497047424, 6.55223274230957, 19.497806549072266, 23.01511573791504, -0.2605108618736267]","[1.6162567138671875, 0.32068052887916565, 0.01069784164428711, 0.06042978912591934, 0.8470516800880432]",5,5,[-6.2407031e-05 -1.2263062e-04],[0.00735777 0.00738219],[1.7017761 1.2106024],[ 0 31],"[-6.240703078219667e-05, -0.00012263061944395304]","[0.007357773371040821, 0.007382187992334366]","[1.701776146888733, 1.2106024026870728]",2,2,[-0.00153916 -0.00150678],[0.00779153 0.00782419],[2.4826415  0.24815701],[29 30],[-0.0015362210106104612],[0.0077944970689713955],[2.7307984828948975],1,2,[-0.00250703 -0.00159788],[-0.0282131   0.00981621],[3.8366995 0.519191 ],[2 3],[-0.0023986671585589647],[-0.02368028275668621],[4.355890274047852],1,2,[ 1.7210027   2.9833276   0.1743761   0.17218444 40.609806    9.388784  ],[-9.014767   -7.622969   -0.23276198 -0.23018162  9.231451   13.78389   ],[3.050995   2.757741   2.0262256  1.1840427  0.11725426 0.8378112 ],[ 9 10 14 15 20 23],"[2.320301055908203, 0.1735677421092987, 40.609806060791016, 9.388784408569336]","[-8.35400104522705, -0.23181027173995972, 9.231451034545898, 13.783889770507812]","[5.8087358474731445, 3.210268259048462, 0.11725425720214844, 0.8378111720085144]",4,6
898,[-0.00761496 -0.00755671],[0.00104561 0.00095403],[1.4105066 1.1983634],[ 0 31],"[-0.0076149581000208855, -0.0075567057356238365]","[0.0010456128511577845, 0.000954033515881747]","[1.4105066061019897, 1.1983634233474731]",2,2,[-0.02666922 -0.0050122 ],[ 0.01038023 -0.00224123],[1.6712759 1.4026577],[ 0 31],"[-0.02666921727359295, -0.005012198351323605]","[0.010380225256085396, -0.002241227077320218]","[1.6712758541107178, 1.4026577472686768]",2,2,[ 0.0127986 -1.4483328 -0.686069 ],[ 0.0157276 -2.3629608 -1.7894566],[1.9022286 1.8425614 3.7055933],[ 0 30 31],"[0.012798601761460304, -0.9392194151878357]","[0.015727603808045387, -1.97991943359375]","[1.902228593826294, 5.548154830932617]",2,3,[-0.08789505 -0.08595484],[0.11539062 0.1138861 ],[1.2703692 1.3273839],[ 0 31],"[-0.08789505064487457, -0.08595484495162964]","[0.11539062112569809, 0.11388610303401947]","[1.2703691720962524, 1.3273838758468628]",2,2,[-0.00698787 -0.00687895],[1.4559274e-04 5.1390536e-05],[1.4296242 1.3357075],[ 0 31],"[-0.006987871136516333, -0.006878954824060202]","[0.00014559274131897837, 5.139053610037081e-05]","[1.4296241998672485, 1.3357075452804565]",2,2,[-0.00030837 -0.00463922],[ 0.02845779 -0.00233822],[3.1149623  0.28095472],[29 30],[-0.000666673993691802],[0.025909939780831337],[3.3959169387817383],1,2,[-0.10126084 -0.0090653 ],[-0.05520875  0.00422491],[5.297498   0.46991345],[2 3],[-0.09374898672103882],[-0.05036625638604164],[5.767411708831787],1,2,[-0.07205473 -0.06987239],[0.10346206 0.10187223],[0.9671921 1.5036573],[14 15],[-0.07072664797306061],[0.10249456018209457],[2.4708495140075684],1,2
899,[-0.00092649 -0.00093093],[0.00547397 0.0053032 ],[1.4052045 1.4237729],[ 0 31],"[-0.0009264890104532242, -0.0009309346787631512]","[0.0054739671759307384, 0.0053031970746815205]","[1.4052045345306396, 1.423772931098938]",2,2,[-0.00195963  0.00715347],[0.0030366  0.03773184],[1.7400769 1.874335 ],[ 0 31],"[-0.0019596314523369074, 0.0071534705348312855]","[0.0030365982092916965, 0.0377318449318409]","[1.7400768995285034, 1.8743350505828857]",2,2,[-0.00066736 -0.00068924],[0.01170335 0.0115121 ],[1.4200677 1.2004426],[ 0 31],"[-0.000667356769554317, -0.0006892426172271371]","[0.011703351512551308, 0.011512103490531445]","[1.4200676679611206, 1.2004425525665283]",2,2,[0.5467833 0.5543645],[0.28641602 0.2876615 ],[3.2684698  0.36824527],[ 0 31],"[0.5467833280563354, 0.5543645024299622]","[0.28641602396965027, 0.28766149282455444]","[3.26846981048584, 0.36824527382850647]",2,2,[-0.00071426 -0.00075761],[0.00421217 0.00410866],[1.6087685 1.2136018],[ 0 31],"[-0.0007142645190469921, -0.0007576096104457974]","[0.004212166182696819, 0.004108658991754055]","[1.6087684631347656, 1.21360182762146]",2,2,[-0.00212225 -0.00205485],[0.00280509 0.00285089],[2.7815182 0.2336422],[29 30],[-0.0021170233376324177],[0.002808638848364353],[3.015160322189331],1,2,[-0.00069892 -0.00070134],[0.00983381 0.00975158],[2.2931857 0.6980691],[2 3],[-0.0006994880386628211],[0.009814620018005371],[2.9912548065185547],1,2,[0.5463375 0.4898159],[0.18554518 0.28282708],[1.4279895 2.45215  ],[14 15],[0.5106172561645508],[0.24702486395835876],[3.8801395893096924],1,2
900,[0.00656176 0.00670942],[-0.01184284 -0.01178169],[1.2989466 1.446146 ],[ 0 31],"[0.006561757531017065, 0.006709420587867498]","[-0.011842837557196617, -0.011781694367527962]","[1.2989466190338135, 1.446146011352539]",2,2,[0.00842314 0.00843082],[-0.01207934 -0.01207702],[1.5655732 1.2760859],[ 0 31],"[0.008423138409852982, 0.008430823683738708]","[-0.012079337611794472, -0.012077019549906254]","[1.5655732154846191, 1.2760858535766602]",2,2,[-0.04122653  0.00336809],[ 0.01690467 -0.01382872],[2.984583  1.3054211],[ 0 31],"[-0.04122652858495712, 0.0033680908381938934]","[0.016904667019844055, -0.013828715309500694]","[2.9845829010009766, 1.3054211139678955]",2,2,[-0.00504213 -0.00541409],[0.03333316 0.03273122],[1.7795281 1.2704384],[ 0 31],"[-0.005042131524533033, -0.005414086394011974]","[0.03333315998315811, 0.03273122012615204]","[1.7795281410217285, 1.2704384326934814]",2,2,[0.00745944 0.00752632],[-0.01167407 -0.0117422 ],[1.3062446 1.2209613],[ 0 31],"[0.007459440268576145, 0.007526319473981857]","[-0.011674067936837673, -0.011742202565073967]","[1.3062446117401123, 1.220961332321167]",2,2,[0.0083264  0.00834003],[-0.01181097 -0.01192924],[2.4223702  0.20990343],[29 30],[0.008327490650117397],[-0.011820398271083832],[2.6322736740112305],1,2,[-0.02002564  0.00420906],[-0.07474472 -0.01335197],[3.797303   0.44085044],[2 3],[-0.01750476285815239],[-0.06835867464542389],[4.238153457641602],1,2,[-0.0083871  -0.00876974],[0.0279777  0.02726973],[1.2402959 1.3908361],[14 15],[-0.008589365519583225],[0.027603458613157272],[2.631132125854492],1,2
901,[0.00409271 0.00408307],[-0.00057964 -0.00052042],[1.5603052 1.3424913],[ 0 31],"[0.004092713817954063, 0.004083066713064909]","[-0.0005796446930617094, -0.000520424684509635]","[1.5603052377700806, 1.3424912691116333]",2,2,[1.2512599e-02 5.0732970e+00 3.4722243e-03],[0.05637619 1.8462222  0.00200552],[4.0265794  0.00780224 1.340994  ],[ 0  3 31],"[0.012512599118053913, 5.073297023773193, 0.0034722243435680866]","[0.05637618526816368, 1.846222162246704, 0.002005517017096281]","[4.0265793800354, 0.007802239619195461, 1.3409940004348755]",3,3,[0.00366436 0.02723156],[-0.00303402 -0.01090285],[1.3545362 1.3608296],[ 0 31],"[0.00366435619071126, 0.02723155915737152]","[-0.0030340247321873903, -0.010902846232056618]","[1.3545361757278442, 1.3608295917510986]",2,2,[0.15775079 0.15613288],[0.2423166  0.23978177],[1.6058695 1.0217566],[ 0 31],"[0.15775078535079956, 0.15613287687301636]","[0.2423166036605835, 0.23978176712989807]","[1.6058695316314697, 1.021756649017334]",2,2,[0.0038622  0.00381222],[3.8107180e-05 1.1313218e-04],[1.2329113 1.1807554],[ 0 31],"[0.0038621961139142513, 0.003812221111729741]","[3.810718044405803e-05, 0.0001131321769207716]","[1.2329113483428955, 1.180755376815796]",2,2,[0.06734334 0.00381286],[0.01246385 0.00230994],[3.5646515  0.20841694],[29 30],[0.0638340413570404],[0.011902964673936367],[3.773068428039551],1,2,[0.00311556 0.00403596 2.99354   ],[-2.8444767e-02 -1.9329472e-03  7.1290207e+00],[2.368129   0.47500184 0.1479759 ],[2 3 7],"[0.0032693289685994387, 2.993540048599243]","[-0.024015435948967934, 7.129020690917969]","[2.8431308269500732, 0.14797590672969818]",2,3,[0.14053604 0.13786079],[0.21463831 0.21013772],[1.0342873 1.9207385],[14 15],[0.13879714906215668],[0.21171297132968903],[2.9550256729125977],1,2
902,[-0.24585257 -0.44135547],[0.00689021 0.08152007],[2.5613232 3.674508 ],[ 0 31],"[-0.24585257470607758, -0.44135546684265137]","[0.0068902065977454185, 0.08152007311582565]","[2.5613231658935547, 3.6745080947875977]",2,2,[-0.00094662 -0.00091672],[0.01092107 0.0108783 ],[1.3221046 1.2368416],[ 0 31],"[-0.0009466198389418423, -0.0009167242096737027]","[0.010921073146164417, 0.010878299362957478]","[1.322104573249817, 1.2368415594100952]",2,2,[-0.00508276 -0.00499744],[0.0143455  0.01431742],[1.5969503 1.3856958],[ 0 31],"[-0.00508276280015707, -0.00499744014814496]","[0.014345495030283928, 0.014317420311272144]","[1.5969502925872803, 1.3856958150863647]",2,2,[0.10264629 0.10184069],[0.23284146 0.2317477 ],[1.7185825 1.3386447],[ 0 31],"[0.10264629125595093, 0.10184068977832794]","[0.23284146189689636, 0.23174770176410675]","[1.7185825109481812, 1.3386447429656982]",2,2,[-0.16566928  0.04054412],[-0.18785071  0.1484596 ],[3.698095  2.6145775],[ 0 31],"[-0.1656692773103714, 0.040544118732213974]","[-0.1878507137298584, 0.14845959842205048]","[3.6980950832366943, 2.614577531814575]",2,2,[-0.00040004 -0.00043961],[0.01053242 0.01060531],[2.4840932  0.28301427],[29 30],[-0.00040408322820439935],[0.010539873503148556],[2.7671074867248535],1,2,[-6.4342546 -2.9057608],[-0.05323943  0.1084392 ],[4.804489  1.5080566],[2 3],[-5.591303825378418],[-0.014614681713283062],[6.3125457763671875],1,2,[0.09428538 0.09294619],[0.22211793 0.22034046],[0.9265145 2.034936 ],[14 15],[0.09336516261100769],[0.22089654207229614],[2.9614505767822266],1,2
903,[-0.01554064 -0.01547015],[0.00956772 0.0095633 ],[1.4746487 1.6995918],[ 0 31],"[-0.01554064266383648, -0.015470152720808983]","[0.009567721746861935, 0.009563302621245384]","[1.4746487140655518, 1.6995917558670044]",2,2,[-0.01319899 -0.03536722],[0.00822549 0.04180798],[1.2678472 1.6545709],[ 0 31],"[-0.013198986649513245, -0.0353672169148922]","[0.008225487545132637, 0.041807983070611954]","[1.2678471803665161, 1.6545709371566772]",2,2,[-0.01798571 -0.01786013],[0.0118549  0.01172655],[1.3279579 1.2042756],[ 0 31],"[-0.017985712736845016, -0.017860127612948418]","[0.011854900978505611, 0.011726552620530128]","[1.3279578685760498, 1.2042756080627441]",2,2,[0.38210374 0.3794956 ],[0.10906774 0.10739621],[2.111821  0.6612124],[ 0 31],"[0.38210374116897583, 0.3794955909252167]","[0.10906773805618286, 0.1073962077498436]","[2.111820936203003, 0.6612123847007751]",2,2,[-0.0152144  -0.01514991],[0.00946757 0.00944522],[1.4703285 1.3580663],[ 0 31],"[-0.015214401297271252, -0.015149909071624279]","[0.009467574767768383, 0.009445218369364738]","[1.470328450202942, 1.3580663204193115]",2,2,[-0.01215971 -0.01233177],[0.00832858 0.00834177],[2.650639   0.20357336],[29 30],[-0.012171979993581772],[0.008329516276717186],[2.854212522506714],1,2,[-0.01700482 -0.01696835],[0.01076232 0.01073897],[2.4485097  0.56673867],[2 3],[-0.016997968778014183],[0.01075793243944645],[3.0152482986450195],1,2,[0.33726376 0.3309183 ],[0.08056214 0.07650132],[1.2587638 1.7578369],[14 15],[0.33356615900993347],[0.07819581031799316],[3.0166006088256836],1,2
904,[-0.01064674 -0.01050803],[-0.00630404 -0.0062623 ],[1.3568195 1.3042332],[ 0 31],"[-0.01064673624932766, -0.010508029721677303]","[-0.006304040551185608, -0.006262303330004215]","[1.3568195104599, 1.304233193397522]",2,2,[-0.0072393  -0.00718199],[-0.00320383 -0.00311124],[1.3105298 1.3482765],[ 0 31],"[-0.007239303085952997, -0.007181990891695023]","[-0.0032038320787250996, -0.003111237194389105]","[1.3105298280715942, 1.3482764959335327]",2,2,[-0.0158573  -0.01568126],[-0.00879498 -0.00870725],[1.3171932 1.319108 ],[ 0 31],"[-0.01585729792714119, -0.015681255608797073]","[-0.008794979192316532, -0.00870724581182003]","[1.3171931505203247, 1.319108009338379]",2,2,[0.3013475  0.29933566],[0.15175948 0.15111533],[2.5203671 0.9518998],[ 0 31],"[0.3013474941253662, 0.29933565855026245]","[0.15175947546958923, 0.1511153280735016]","[2.52036714553833, 0.9518998265266418]",2,2,[-0.00952213 -0.0094046 ],[-0.00584076 -0.00577016],[1.7122972 1.2157971],[ 0 31],"[-0.009522133506834507, -0.009404601529240608]","[-0.005840758327394724, -0.005770163144916296]","[1.7122972011566162, 1.2157970666885376]",2,2,[ 0.14046647 -0.0068114 ],[ 0.0267765  -0.00247496],[4.119592   0.20615421],[29 30],[0.1334475576877594],[0.025382449850440025],[4.325746536254883],1,2,[-0.01424    -0.01417728],[-0.00815939 -0.00812682],[2.4395366  0.47436073],[2 3],[-0.014229792170226574],[-0.008154086768627167],[2.9138972759246826],1,2,[0.2505385  0.26872048],[0.17901333 0.14104481],[1.326427  1.8262684],[14 15],[0.2610708177089691],[0.1570192277431488],[3.152695417404175],1,2
905,[-0.03208531  0.00372034],[ 0.01154581 -0.00757365],[2.205067  1.2527604],[ 0 31],"[-0.03208530694246292, 0.0037203398533165455]","[0.011545811779797077, -0.007573653943836689]","[2.2050669193267822, 1.252760410308838]",2,2,[0.09753143 0.00396304],[ 0.05096925 -0.00708128],[2.4848247 1.165457 ],[ 0 31],"[0.09753143042325974, 0.003963038790971041]","[0.05096925422549248, -0.007081282790750265]","[2.4848246574401855, 1.165457010269165]",2,2,[0.00310449 0.00309577],[-0.00994726 -0.00984298],[1.5917337 1.3840753],[ 0 31],"[0.003104494186118245, 0.00309577165171504]","[-0.009947257116436958, -0.00984298437833786]","[1.591733694076538, 1.3840752840042114]",2,2,[-0.04569194  0.08147548],[-0.04282816 -0.20019692],[2.945009 4.104688],[ 0 31],"[-0.04569193720817566, 0.08147548139095306]","[-0.04282815754413605, -0.20019692182540894]","[2.9450089931488037, 4.1046881675720215]",2,2,[0.00994111 0.00401269],[ 0.01680478 -0.00711376],[1.7440176 1.3302214],[ 0 31],"[0.009941108524799347, 0.00401269318535924]","[0.016804782673716545, -0.007113764528185129]","[1.7440176010131836, 1.33022141456604]",2,2,[0.00379476 0.00379634],[-0.00694778 -0.00694095],[2.3272443  0.24564108],[29 30],[0.003794913413003087],[-0.0069471304304897785],[2.572885274887085],1,2,[-0.00778042  0.00308934],[ 0.01306746 -0.0090635 ],[2.7592437 0.5283614],[2 3],[-0.006033509504050016],[0.009510725736618042],[3.287605047225952],1,2,[0.0396224  0.03755029],[-0.1792876  -0.17695811],[1.9683765 1.085815 ],[14 15],[0.038885727524757385],[-0.17845942080020905],[3.0541915893554688],1,2
906,[ 1.1077991e-02  2.1060448e+01 -6.5769283e-03],[9.119208e-03 8.121529e+00 8.072509e-03],[1.6455637  0.00618461 1.4308338 ],[ 0 12 31],"[0.011077990755438805, 21.060447692871094, -0.006576928310096264]","[0.009119207970798016, 8.121528625488281, 0.008072509430348873]","[1.6455637216567993, 0.0061846147291362286, 1.4308338165283203]",3,3,[ 3.0935720e-01 -2.1724459e+01 -4.3842369e-03],[8.6867779e-02 4.0399635e+01 7.1960897e-03],[3.978124   0.00410709 1.4587963 ],[ 0 18 31],"[0.3093571960926056, -21.724458694458008, -0.004384236875921488]","[0.08686777949333191, 40.399635314941406, 0.007196089718490839]","[3.978123903274536, 0.004107090178877115, 1.4587962627410889]",3,3,[-0.0072562   0.11034448],[0.01114364 0.0038099 ],[1.8495519 3.2290184],[ 0 31],"[-0.007256201468408108, 0.11034448444843292]","[0.011143638752400875, 0.003809899091720581]","[1.8495519161224365, 3.229018449783325]",2,2,[-0.03847807 -0.03805698],[0.01353057 0.0137594 ],[1.4693444 1.5518501],[ 0 31],"[-0.038478072732686996, -0.03805697709321976]","[0.013530567288398743, 0.013759404420852661]","[1.4693443775177002, 1.5518500804901123]",2,2,[-0.00607981 -0.00607524],[0.00741152 0.00734804],[1.6009976 1.3635558],[ 0 31],"[-0.006079810205847025, -0.0060752443969249725]","[0.007411519531160593, 0.00734803918749094]","[1.6009975671768188, 1.3635557889938354]",2,2,[-0.00474111 -0.00471577],[0.00727547 0.00728366],[2.7320485  0.28856796],[29 30],[-0.004738686606287956],[0.007276254240423441],[3.0206165313720703],1,2,[-0.00728182 -0.0072918 ],[0.01069745 0.01066966],[2.583451   0.48978433],[2 3],[-0.007283415179699659],[0.010693023912608624],[3.073235273361206],1,2,[-0.03495149 -0.03458462],[0.01577516 0.01609494],[1.332317  1.2865201],[14 15],[-0.034771259874105453],[0.015932252630591393],[2.6188371181488037],1,2
907,[ 0.02938582 -2.6817393  -3.1413314  -0.02110059],[-0.01014626 -0.9365609  -0.94568396  0.02460819],[1.941354  0.4105057 2.5846379 1.8835596],[ 0 29 30 31],"[0.029385820031166077, -1.898008108139038]","[-0.010146260261535645, -0.5703079700469971]","[1.9413540363311768, 4.8787031173706055]",2,4,[-0.0207497   0.01102908],[-0.00459623 -0.00308968],[2.3940215 1.2106392],[ 0 31],"[-0.02074970118701458, 0.011029078625142574]","[-0.004596227779984474, -0.003089683596044779]","[2.394021511077881, 1.210639238357544]",2,2,[2.2118893e-02 4.9114407e+01 2.1922100e-02],[-0.00513608  0.99723864 -0.00506286],[1.4873524e+00 1.6712103e-06 1.2519248e+00],[ 0 29 31],"[0.022118892520666122, 49.11440658569336, 0.021922100335359573]","[-0.005136075895279646, 0.9972386360168457, -0.005062860436737537]","[1.4873523712158203, 1.67121027061512e-06, 1.251924753189087]",3,3,[0.07478614 0.07555644],[-0.83171827 -0.8216635 ],[1.4608722 1.0940875],[ 0 31],"[0.07478614151477814, 0.0755564421415329]","[-0.8317182660102844, -0.821663498878479]","[1.4608721733093262, 1.0940874814987183]",2,2,[-0.29056165 -0.01904477],[-0.2217268 -0.0288688],[3.5346434 3.0803394],[ 0 31],"[-0.29056164622306824, -0.019044773653149605]","[-0.22172680497169495, -0.02886880375444889]","[3.5346434116363525, 3.0803394317626953]",2,2,[-0.01762679  0.01095654],[ 0.01511613 -0.00318312],[2.9455364  0.18661024],[29 30],[-0.015923822298645973],[0.014025881886482239],[3.1321465969085693],1,2,[ 50.099255 -12.090188  23.720995  40.56865 ],[-2.363238   -1.7671727   0.04740265  0.69705904],[1.1696436e-04 1.7151213e+00 2.0505855e+00 5.4950631e-01],[0 1 2 3],[11.633959770202637],[-0.5911367535591125],[4.3153300285339355],1,4,[0.08310412 0.08322786],[-0.7219799 -0.7204065],[2.4573438  0.15495382],[14 15],[0.0831114649772644],[-0.7218866348266602],[2.612297534942627],1,2
908,[-0.01067014 -0.0107516 ],[-0.00227452 -0.00233149],[1.200818  1.2166208],[ 0 31],"[-0.010670142248272896, -0.010751595720648766]","[-0.002274518832564354, -0.0023314852733165026]","[1.2008179426193237, 1.2166208028793335]",2,2,[-0.01264416 -0.01268613],[-0.00297121 -0.00297191],[1.6303041 1.6208483],[ 0 31],"[-0.012644156813621521, -0.01268613152205944]","[-0.0029712137766182423, -0.0029719145968556404]","[1.6303040981292725, 1.620848298072815]",2,2,[-0.00864059 -0.00876564],[-0.00137626 -0.0013973 ],[1.3490009 1.3393611],[ 0 31],"[-0.008640594780445099, -0.008765644393861294]","[-0.0013762617018073797, -0.0013973041204735637]","[1.3490009307861328, 1.3393610715866089]",2,2,[0.03576354 0.0367745 ],[-0.1573527  -0.15635823],[1.3270023 1.100456 ],[ 0 31],"[0.035763539373874664, 0.03677449747920036]","[-0.15735270082950592, -0.15635822713375092]","[1.3270022869110107, 1.1004559993743896]",2,2,[-0.00966246 -0.01130425],[-0.03938525 -0.00270609],[1.9323025 1.2503046],[ 0 31],"[-0.009662455879151821, -0.011304249987006187]","[-0.03938525170087814, -0.0027060876600444317]","[1.932302474975586, 1.2503045797348022]",2,2,[ 0.00686408 -0.01289908],[ 0.02097556 -0.0029688 ],[3.2091346 0.2102655],[29 30],[0.005648802500218153],[0.01950317993760109],[3.4193999767303467],1,2,[ 0.04452558 -0.00967507],[ 0.03068797 -0.00131696],[3.1627905  0.42916748],[2 3],[0.03804968297481537],[0.02686401829123497],[3.5919580459594727],1,2,[0.04556653 0.11166254],[-0.1475459  -0.11365126],[1.5175775 2.468691 ],[14 15],[0.08649970591068268],[-0.12655499577522278],[3.9862685203552246],1,2
909,[0.01017755 0.05063297],[0.02396354 0.03190434],[1.9295825 1.8200638],[ 0 31],"[0.010177548043429852, 0.05063296854496002]","[0.02396354079246521, 0.03190433979034424]","[1.9295824766159058, 1.820063829421997]",2,2,[0.02360148 0.02348473],[-0.00099852 -0.0009414 ],[1.5109767 1.2757006],[ 0 31],"[0.023601481691002846, 0.0234847292304039]","[-0.0009985158685594797, -0.0009413951192982495]","[1.5109766721725464, 1.275700569152832]",2,2,[0.0388393  0.03223739],[ 0.00940746 -0.00949289],[1.8180338 1.0974443],[ 0 31],"[0.038839299231767654, 0.03223738819360733]","[0.009407457895576954, -0.00949289370328188]","[1.8180338144302368, 1.0974442958831787]",2,2,[0.00618177 0.00738333],[-0.19595405 -0.19305053],[1.6001798 1.1746987],[ 0 31],"[0.006181767676025629, 0.007383325137197971]","[-0.19595405459403992, -0.1930505335330963]","[1.6001797914505005, 1.1746987104415894]",2,2,[0.02588214 0.02582252],[-0.00217324 -0.00207067],[1.377335  1.4967492],[ 0 31],"[0.025882143527269363, 0.025822516530752182]","[-0.0021732388995587826, -0.002070669550448656]","[1.3773349523544312, 1.4967491626739502]",2,2,[-0.00154647  0.02271757],[ 0.01486624 -0.00078775],[2.8634267  0.32437038],[29 30],[0.0009224885725416243],[0.013273388147354126],[3.1877970695495605],1,2,[0.03091318 0.03086225],[-0.00760217 -0.00752349],[2.3140817  0.45933387],[2 3],[0.030904745683073997],[-0.007589136250317097],[2.7734155654907227],1,2,[0.01724652 0.01829864],[-0.16858861 -0.16594277],[1.6540923 1.1226407],[14 15],[0.017671896144747734],[-0.16751889884471893],[2.776732921600342],1,2
910,[-0.00364918 -0.00359355],[-0.00015248 -0.0001773 ],[1.5780804 1.331731 ],[ 0 31],"[-0.003649179358035326, -0.003593552391976118]","[-0.00015247540432028472, -0.00017729794490151107]","[1.578080415725708, 1.3317309617996216]",2,2,[-0.00213891  0.02078184],[-0.00031767  0.01071243],[2.2767026 2.2705238],[ 0 31],"[-0.0021389112807810307, 0.020781835541129112]","[-0.00031766798929311335, 0.01071243081241846]","[2.276702642440796, 2.2705237865448]",2,2,[-0.00587319 -0.0298926 ],[0.00250752 0.04235624],[1.8962039 1.7273556],[ 0 31],"[-0.005873185582458973, -0.02989259921014309]","[0.002507519908249378, 0.04235623776912689]","[1.896203875541687, 1.7273555994033813]",2,2,[0.03403121 0.0337334 ],[0.02221355 0.02164911],[1.4839269 1.0293455],[ 0 31],"[0.034031208604574203, 0.03373339772224426]","[0.02221355028450489, 0.021649114787578583]","[1.4839268922805786, 1.0293455123901367]",2,2,[-3.4117163e-03  9.0266056e+00 -3.3568859e-03],[-3.3343059e-04  3.2021854e+00 -3.2907462e-04],[1.5395355 2.2535975 1.4665416],[ 0  1 31],"[5.361553192138672, -0.003356885863468051]","[1.90236496925354, -0.00032907462446019053]","[3.793133020401001, 1.4665416479110718]",2,3,[-0.001992   -0.00198945],[-0.0008658  -0.00078008],[2.3218803  0.20304379],[29 30],[-0.0019917916506528854],[-0.0008589104982092977],[2.5249240398406982],1,2,[-0.00501224 -0.00499503],[0.00151141 0.00146875],[2.3866339  0.44408116],[2 3],[-0.0050095426850020885],[0.001504714833572507],[2.8307149410247803],1,2,[ 0.0315915  -0.02011926],[0.01678446 0.01814804],[1.2598933 2.075265 ],[14 15],[-0.000584942230489105],[0.01763293519616127],[3.335158348083496],1,2
